event_id,event_name,entity,entity_type,pct_global_CO2_1854_2022,loss_eur_low,loss_eur_central,loss_eur_high
E2,July 2022 Iberian heatwave,Czech Republic,nation_state,0.14,53701.33203946382,53701.33203946382,107402.66407892764
E2,July 2022 Iberian heatwave,Canadian Natural Resources,investor_owned,0.13,51798.14270521903,51798.14270521903,103596.28541043805
E2,July 2022 Iberian heatwave,Cyprus AMAX Minerals,investor_owned,0.13,50405.086594586246,50405.086594586246,100810.17318917249
E2,July 2022 Iberian heatwave,Westmoreland Mining,investor_owned,0.12,45892.36961648004,45892.36961648004,91784.73923296008
E2,July 2022 Iberian heatwave,BASF (Wintershall Dea),investor_owned,0.11,45382.236392868035,45382.236392868035,90764.47278573607
E2,July 2022 Iberian heatwave,American Consolidated Natural Resources,investor_owned,0.11,43949.93926503433,43949.93926503433,87899.87853006866
E2,July 2022 Iberian heatwave,Exxaro Resources Ltd,investor_owned,0.11,42380.29857699738,42380.29857699738,84760.59715399476
E2,July 2022 Iberian heatwave,Bapco Energies,state_owned,0.1,41732.82179318215,41732.82179318215,83465.6435863643
E2,July 2022 Iberian heatwave,Adaro Energy,investor_owned,0.1,40575.21178575491,40575.21178575491,81150.42357150982
E2,July 2022 Iberian heatwave,YPF,state_owned,0.1,40006.21703634151,40006.21703634151,80012.43407268303
E2,July 2022 Iberian heatwave,Cenovus Energy,investor_owned,0.1,38554.299399907344,38554.299399907344,77108.59879981469
E2,July 2022 Iberian heatwave,APA Corporation,investor_owned,0.1,38534.67889130688,38534.67889130688,77069.35778261376
E2,July 2022 Iberian heatwave,Banpu,investor_owned,0.1,38122.64821069719,38122.64821069719,76245.29642139438
E2,July 2022 Iberian heatwave,PetroEcuador,state_owned,0.1,37710.61753008749,37710.61753008749,75421.23506017498
E2,July 2022 Iberian heatwave,EOG Resources,investor_owned,0.09,35434.63853243393,35434.63853243393,70869.27706486786
E2,July 2022 Iberian heatwave,Alliance Resource Partners,investor_owned,0.09,34865.64378302053,34865.64378302053,69731.28756604106
E2,July 2022 Iberian heatwave,Kiewit Mining Group,investor_owned,0.09,33139.039026179904,33139.039026179904,66278.07805235981
E2,July 2022 Iberian heatwave,Heidelberg Materials,investor_owned,0.09,33040.93648317759,33040.93648317759,66081.87296635518
E2,July 2022 Iberian heatwave,North American Coal,investor_owned,0.08,32256.11613915912,32256.11613915912,64512.23227831824
E2,July 2022 Iberian heatwave,Chesapeake Energy,investor_owned,0.07,31569.39833814296,31569.39833814296,63138.79667628592
E2,July 2022 Iberian heatwave,Syrian Petroleum,state_owned,0.08,30961.16257152865,30961.16257152865,61922.3251430573
E2,July 2022 Iberian heatwave,Cloud Peak,investor_owned,0.07,28959.870694281548,28959.870694281548,57919.741388563096
E2,July 2022 Iberian heatwave,Vistra,investor_owned,0.07,27350.988989043683,27350.988989043683,54701.977978087365
E2,July 2022 Iberian heatwave,Teck Resources,investor_owned,0.07,25663.625249403976,25663.625249403976,51327.25049880795
E2,July 2022 Iberian heatwave,Inpex,investor_owned,0.06,24643.358802179962,24643.358802179962,49286.717604359925
E2,July 2022 Iberian heatwave,Naftogaz,state_owned,0.06,24564.876767778114,24564.876767778114,49129.75353555623
E2,July 2022 Iberian heatwave,Coterra Energy,investor_owned,0.06,23230.68218294672,23230.68218294672,46461.36436589344
E2,July 2022 Iberian heatwave,PTTEP,state_owned,0.05,21190.14928849869,21190.14928849869,42380.29857699738
E2,July 2022 Iberian heatwave,OMV Group,investor_owned,0.05,19895.195720868218,19895.195720868218,39790.391441736436
E2,July 2022 Iberian heatwave,EQT Corporation,investor_owned,0.05,19640.129109062214,19640.129109062214,39280.25821812443
E2,July 2022 Iberian heatwave,Southwestern Energy,investor_owned,0.04,19267.33944565344,19267.33944565344,38534.67889130688
E2,July 2022 Iberian heatwave,Woodside Energy,investor_owned,0.04,18011.62689522389,18011.62689522389,36023.25379044778
E2,July 2022 Iberian heatwave,UK Coal,investor_owned,0.04,17305.288585607268,17305.288585607268,34610.577171214536
E2,July 2022 Iberian heatwave,Cemex,investor_owned,0.05,17010.98095660034,17010.98095660034,34021.96191320068
E2,July 2022 Iberian heatwave,Santos,investor_owned,0.04,16422.365698586487,16422.365698586487,32844.731397172975
E2,July 2022 Iberian heatwave,Pioneer Natural Resources,investor_owned,0.04,16206.540103981408,16206.540103981408,32413.080207962816
E2,July 2022 Iberian heatwave,Murphy Oil,investor_owned,0.04,15009.689079353242,15009.689079353242,30019.378158706484
E2,July 2022 Iberian heatwave,Orlen,state_owned,0.04,14126.766192332461,14126.766192332461,28253.532384664923
E2,July 2022 Iberian heatwave,Antero,investor_owned,0.03,11890.028211879822,11890.028211879822,23780.056423759645
E2,July 2022 Iberian heatwave,Taiheiyo Cement,investor_owned,0.03,11379.894988267817,11379.894988267817,22759.789976535634
E2,July 2022 Iberian heatwave,Continental Resources,investor_owned,0.02,8927.331413210099,8927.331413210099,17854.662826420197
E2,July 2022 Iberian heatwave,Tourmaline Oil,investor_owned,0.02,8829.22887020779,8829.22887020779,17658.45774041558
