event_id,event_name,entity,entity_type,pct_global_CO2_1854_2022,loss_eur_low,loss_eur_central,loss_eur_high
E2,July 2022 Iberian heatwave,Whitehaven Coal,investor_owned,0.02,8397.57768099763,8397.57768099763,16795.15536199526
E2,July 2022 Iberian heatwave,Navajo Transitional Energy Company,investor_owned,0.02,7651.998354180084,7651.998354180084,15303.996708360168
E2,July 2022 Iberian heatwave,Wolverine Fuels,investor_owned,0.02,7553.895811177776,7553.895811177776,15107.791622355551
E2,July 2022 Iberian heatwave,Seriti Resources,investor_owned,0.02,7083.003604766693,7083.003604766693,14166.007209533385
E2,July 2022 Iberian heatwave,Obsidian Energy,investor_owned,0.02,6984.9010617643835,6984.9010617643835,13969.802123528767
E2,July 2022 Iberian heatwave,Vale,investor_owned,0.02,6219.701226346376,6219.701226346376,12439.402452692751
E2,July 2022 Iberian heatwave,SM Energy,investor_owned,0.02,6200.080717745914,6200.080717745914,12400.161435491827
E2,July 2022 Iberian heatwave,Adani Enterprises,investor_owned,0.02,6200.080717745914,6200.080717745914,12400.161435491827
E2,July 2022 Iberian heatwave,CNX Resources,investor_owned,0.01,4453.855452304818,4453.855452304818,8907.710904609636
E2,July 2022 Iberian heatwave,CRH,investor_owned,0.01,4257.6503663002,4257.6503663002,8515.3007326004
E2,July 2022 Iberian heatwave,Tullow Oil,investor_owned,0.01,4139.92731469743,4139.92731469743,8279.85462939486
E2,July 2022 Iberian heatwave,Slovakia,nation_state,0.01,2040.5328944480223,2040.5328944480223,4081.0657888960445
